GP_CODE,GP_NAME,SUB_ICB_LOCATION_CODE,SUB_ICB_LOCATION_NAME,ICB_CODE,ICB_NAME,Model_Type,Validation_MAPE,Validation_RMSE,Avg_Monthly_Forecast
E86020,YEADING COURT SURGERY,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,9.201955615395924,247.71282790556103,2220.1172423679855
E86022,THE ABBOTSBURY PRACTICE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,7.8706795151655475,231.32091614342914,2352.7335273714684
E86024,KING EDWARDS MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,13.943341291823566,297.7178344717351,1804.5590090613312
E86026,PARKVIEW SURGERY,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,7.258148635721722,361.9866634333012,3114.7373437496026
E86027,OTTERFIELD MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,8.564764789268416,273.1194869765234,3002.5042212471258
E86028,EASTBURY SURGERY,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,7.6038721530661855,555.0317158891852,7271.725208209435
E86029,CEDAR BROOK PRACTICE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,6.34159384991866,319.1346569818563,4392.31308932814
E86030,BRUNEL MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,10.95368552221888,462.54081238303485,3534.8417871429206
E86033,ST MARTINS MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,16.358296191055363,361.7944417078037,1779.7118247085436
E86034,CHURCH ROAD SURGERY,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,5.279765396315039,66.37987451966998,956.6007301873201
E86036,HILLINGDON HEALTH CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,16.33160915041075,682.8349262011574,2658.316327397733
E86038,GLENDALE MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,4.972826048631554,204.2638931893961,3006.502717930495
E86041,ACRE SURGERY,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,9.507787142855333,305.7859064379589,3170.901513150358
E86042,THE HIGH STREET PRACTICE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,6.8069771802377375,235.64414266771706,2884.976230778599
E86605,LADYGATE LANE MEDICAL PRACTICE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,21.242001086060867,194.23317488408404,629.2727811318431
E86609,NORTH HYDE ROAD SURGERY,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,18.176064277024775,781.7694527215496,5324.623891620278
E86610,WILLOW TREE SURGERY,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,22.432306176250968,424.4207815862653,1111.900612571717
E86612,SHAKESPEARE HEALTH CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,10.230970316951549,467.27419084308184,3357.230108818918
E86615,ACREFIELD SURGERY,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,7.246929102278147,165.2832759773023,1563.476579303361
E86618,CAREPOINT PRACTICE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,12.577463891102173,742.2780809532802,4456.956389380965
E86619,WALLASEY MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,8.744934631597712,160.06006455098245,1447.6223054343773
E86620,WEST LONDON MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,5.490427140557003,173.87741084744502,2390.895660865726
E86625,KINCORA DOCTORS SURGERY,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,6.05596225197093,81.6216030462442,1134.3033095924595
E86626,QUEENS WALK MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,16.040857074992257,315.18298575642325,1340.8956837108246
E86629,DR MLR SIDDIQUI'S PRACTICE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,11.828384446597802,198.65079850162462,1070.7114539388706
E86632,ACORN MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,8.006300555993432,302.6911550335338,2897.288456881103
E86637,HEATHROW MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,6.8081431428401045,361.5720107871711,3937.7716523302156
E86640,SOUTHCOTE CLINIC,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,9.08319212807,241.26662481409574,2401.07231477526
E87002,VICTORIA MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,6.420564750645073,195.54465531511607,2802.062302664522
E87003,NORTH KENSINGTON MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,11.090995076399546,343.9111805314352,3119.5601829801894
E87004,HEALTH PARTNERS AT VIOLET MELCHETT,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,17.430794954705352,1016.080828351735,4778.546731485612
E87005,BELGRAVIA SURGERY,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,6.219198610699956,332.5701274642773,5542.3951958597545
E87006,LITTLE VENICE MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,12.313313643539699,175.13278279636418,1136.683613410538
E87008,PADDINGTON GREEN HEALTH CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,3.425284374762768,268.43691321883387,5171.636317428708
E87009,THE GARWAY MEDICAL PRACTICE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,9.397884244800924,237.8587990282416,1941.5794314039547
E87010,MAIDA VALE MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,8.337932609606753,152.76888967943339,1637.2361817617732
E87011,LISSON GROVE HEALTH CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,12.022050073665982,438.0119814233017,3799.3960177732993
E87013,STANHOPE MEWS SURGERY,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,9.861438378757061,602.3698461297785,4728.303575106264
E87016,HOLLAND PARK SURGERY,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,5.288274328482615,369.0402367643171,6445.58580053841
E87021,SHIRLAND MEDICAL,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,11.244897364217708,491.14836828757683,3258.611430346111
E87024,THE GOLBORNE MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,6.175023246545532,358.59081698500785,4218.367304577025
E87026,MEANWHILE GARDEN MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,4.68648979949882,71.59416994989775,1279.300557614242
E87029,PORTLAND ROAD PRACTICE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,5.295050143117833,256.2573126441039,4730.627733333201
E87034,PIMLICO HEALTH AT THE MARVEN SURGERY,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,2.922774671354703,273.18031070685385,6366.007735519489
E87037,CONNAUGHT SQUARE PRACTICE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,9.417900648846453,251.16554030775706,1978.3602680568185
E87038,ELGIN CLINIC,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,6.9901857225463715,197.6596386727247,2814.767271199756
E87043,EMPEROR'S GATE SURGERY,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,15.043476472973985,398.292144724483,2111.66760706291
E87045,COVENT GARDEN MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,9.746664556427746,163.65309224490446,1465.2058204202478
E87047,EARLS COURT MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,12.705212699833721,615.6556898235184,3005.9606679814497
E87048,ROSARY GARDEN SURGERY,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,7.173996734320752,125.85720761257862,1288.6080099521419
E87061,THE PEMBRIDGE VILLAS SURGERY,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,7.004940450550399,504.1265380863763,6965.536904378715
E87063,KINGS ROAD MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,4.398155186541505,354.11473225163616,7085.376572419528
E87065,THE NOTTING HILL MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,7.360605318784981,167.618666900216,2179.4023332611027
E87066,FITZROVIA MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,7.937829032067436,224.44669624141866,2152.367768928923
E87067,COLVILLE HEALTH CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,15.025904734568465,651.5998345862392,4578.265186682197
E87069,SOHO CENTRE FOR HEALTH AND CARE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,7.387396784298862,47.071368991174715,553.48267815373
E87070,CRAWFORD STREET SURGERY,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,14.13333706331855,339.06266915182084,2006.8973863641202
E87609,ST JOHNS WOOD MEDICAL PRACTICE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,5.8246386709698585,628.0378663669022,10083.25464185624
E87637,GRAND UNION HEALTH CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,12.708620618402113,1518.8208286987385,13141.884054786307
E87648,MAYFAIR MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,9.087913555519602,137.28334008842629,1429.8037135282818
E87663,THIRD FLOOR LANARK ROAD MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,21.21377525272426,380.5136070497038,1215.5826503713663
E87665,THE CHELSEA PRACTICE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,7.592589840348393,320.2961082909213,3354.312315691483
E87677,IMPERIAL COLLEGE HEALTH CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,6.181213016002322,192.8846692764716,3307.1641678576293
E87681,NEWTON MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,3.4429708564526083,163.3326441705378,3560.579531419538
E87701,THE ABINGDON HEALTH CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,9.484589492442497,401.18415532787594,3180.783317147499
E87702,THE SURGERY,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,9.115825280791855,146.44916351291405,1383.3907102854403
E87706,THE FORELAND MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,10.593337465466895,273.85876015405665,2542.728923759964
E87711,ROYAL HOSPITAL CHELSEA,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,11.721293386411725,118.39225741659519,932.9817502701823
E87714,SOHO SQUARE GENERAL PRACTICE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,10.684572031577222,160.44237761323484,1315.067474639793
E87715,SCARSDALE MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,3.567823923185117,114.90874894263922,2859.539389538235
E87720,KENSINGTON PARK MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,7.269082984140433,509.3931754800577,7328.872701744463
E87722,LANCASTER GATE MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,8.849335262381832,259.493317898275,2329.3749612433508
E87733,THE EXMOOR SURGERY,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,16.880396374693486,609.4113744419961,3687.019537737828
E87737,MARYLEBONE HEALTH CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,5.567724458575551,180.4549897081347,2505.3343157040754
E87738,KNIGHTSBRIDGE MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,4.458178722673736,438.8956941919444,6690.092927831195
E87739,MILLBANK MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,5.183993299665166,246.69535436209952,3652.9383528113212
E87740,THE DR HICKEY SURGERY FOR THE HOMELESS,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,6.5748728997755705,131.41724474668166,1726.5721582966596
E87741,WOODFIELD ROAD MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,10.018675835215639,150.93648047679545,1540.6775201370972
E87742,THE GOLBORNE MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,7.602339170144032,176.48109485885496,1975.410303204004
E87745,CAVENDISH HEALTH CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,6.8851371869778495,285.2419668911014,3472.176252560494
E87746,BROMPTON MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,7.218928892899671,214.63458312233786,1967.4802845167687
E87750,EARLS COURT SURGERY,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,9.745428941586926,178.85053978295122,1694.5618031036229
E87751,SRIKRISHNAMURTHY HARROW ROAD SURGERY,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,14.563063116870392,219.7978089277156,1154.0652486781512
E87753,BELGRAVE MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,18.954235874538963,537.0979124581467,3039.8012336611064
E87754,WELLINGTON HEALTH CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,7.212127571108637,133.47074045253453,1707.8907681595322
E87755,QUEENS PARK HEALTH CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,4.735178780853246,123.12385480700392,2739.321737683365
E87762,THE GOOD PRACTICE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,10.537410668184533,487.4637516860515,3568.724842920872
E87768,KINGS COLLEGE HEALTH CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,5.51962295271356,288.75099215933267,4290.8584396442775
E87772,GREAT CHAPEL STREET MEDICAL CENTRE,W2U3Z,NHS North West London ICB - W2U3Z,QRV,NHS North West London Integrated Care Board,SARIMA,20.736491941859104,88.14810188695552,521.2718773951136
F82001,HALBUTT STREET SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,10.813469597514947,256.1636107979798,1827.9265263343789
F82002,HAIDERIAN MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,12.494940845635067,505.6719555977621,2383.523086628495
F82003,FIRST AVENUE SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,9.103344324081203,248.57903127214172,1763.8387835241094
F82005,DR M GOYAL'S PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,6.548610100190983,173.47943722606297,2360.7868422439483
F82006,CRANHAM VILLAGE SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,6.631457247353671,359.9045710918076,4379.805246170778
F82007,THE GREEN WOOD PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,8.361740120828253,280.4119763881193,2959.162977829872
F82008,MAYLANDS HEALTHCARE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,15.864390561611497,706.7102338066247,4567.765058679798
F82009,NORTH STREET MEDICAL CARE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,7.545872983775036,551.4279693506454,6608.89544137564
F82010,PETERSFIELD SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,8.870484969558941,303.17021125716474,2528.3691424888348
F82013,WESTERN ROAD MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,8.406369412735481,566.2446751338516,4320.714886969176
F82014,THE SAHEECHA'S PRACTICES,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,7.52045276202742,308.0476357462824,2687.3388436641044
F82015,HEDGEMANS MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,17.466919378277936,439.7626842588325,1935.2659423946925
F82016,CENTRAL PARK SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,11.748877549237092,251.22025699906578,1507.6003120854919
F82017,ST ALBANS SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,7.515943292206882,305.5142266804351,3842.561660519796
F82018,BARKING MEDICAL GROUP PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,5.460750988918863,355.82097899523325,4982.552504859959
F82019,THE UPSTAIRS SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,8.28108921170506,195.12854063666185,2045.252185034508
F82021,THE NEW MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,8.380198986738113,243.90131443396956,2857.750702348023
F82022,THE ROSEWOOD MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,9.94420005539856,807.0175245683392,4575.592833601545
F82023,HIGH STREET SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,17.45277347072935,186.87346587821278,1070.6600544670268
F82028,WOOD LANE SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,7.348271853788453,371.4088826686222,3125.401074633822
F82030,LYNWOOD MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,12.247747627704761,657.020761564574,4924.443033500232
F82031,THE COLLEGE PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,13.797540466432743,217.29649050732107,1601.3040409587913
F82033,DR VM PATEL,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,8.400345578555674,117.39864509271942,1194.2207655596476
F82038,DR SZ HAIDER'S PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,8.488133897516436,173.01285738625077,1758.9358415699446
F82039,EASTBROOK SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,6.987547999208267,118.86304207696783,1414.6239747601967
F82040,JOHN SMITH MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,6.38774768142741,111.45620400285217,1332.5780668473574
F82042,AURORA MEDCARE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,19.168286772501133,1562.3148562578601,9566.835829299403
F82045,CHOWDHURY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,6.6930595247549585,87.83137790166299,1193.7356689794763
F82051,LABURNUM HEALTH CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,10.318707300180261,473.5717513757419,3819.7878004632316
F82055,HORNCHURCH HEALTHCARE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,7.310119420110761,422.78324654295454,4844.337895561109
F82604,MARKS GATE HEALTH CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,6.762160093872303,215.87115788552475,2487.4181097059695
F82607,SOUTH HORNCHURCH MEDICAL PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,9.017761830387961,184.36437967465258,1988.2941650296907
F82609,SUTTONS AVENUE SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,9.748075126232358,262.5016188734798,1263.3485103262371
F82610,DR GUPTA,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,8.145514637230093,112.67076569960824,837.5723824457667
F82612,THE WHITE HOUSE SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,16.547874095738337,534.8876386596531,3956.7197989578817
F82619,HARLOW ROAD SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,8.667589223689118,130.34907792617383,1101.8217513778347
F82624,ST GEORGES COUNTRY PARK SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,7.599405829070954,231.01988907069122,2125.1703718150115
F82625,ABBEY MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,22.146058944865064,789.6395405298875,2471.8827947432105
F82627,RAINHAM HEALTH CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,15.692881597703071,306.0391022053324,1014.4547516659613
F82630,CHASE CROSS MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,11.852594990580634,316.8907377152429,2197.9015985519072
F82634,HEATHWAY MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,7.027964407685469,177.35715014237692,2418.8055145695494
F82638,MODERN MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,10.956137157872336,270.133809658763,2547.328542203985
F82642,GABLES SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,10.330559036924518,422.24328601874856,3184.9279351706937
F82647,SALISBURY AVENUE SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,4.28961267115939,107.39831650652192,1926.4794537390273
F82648,INGREBOURNE MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,23.322185318750353,301.2929897640971,1581.1366206869807
F82649,BERWICK SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,5.031363135190787,150.0396250962588,2163.1947920661755
F82650,DR AA ANSARI'S PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,9.33772985563255,423.9552193377355,4149.962507203251
F82660,TULASI MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,17.329261422182782,1153.6948819728661,7067.051827325145
F82661,GREEN LANE SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,15.767355348469591,212.15394345135496,1031.2556584856602
F82663,DR MARKS PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,7.308174150993647,38.87065235085495,518.1000413681865
F82670,ABBAMOOR SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,8.48027122382473,192.6683763404676,2305.1038067507657
F82671,STRAIGHT ROAD SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,14.81489246152712,196.67306586016042,993.0421795714377
F82674,CRANHAM HEALTH CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,10.50068577966561,420.7361869154848,2506.964157400815
F82677,BECONTREE MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,9.054689928131976,520.2271635151051,4529.22400961722
F82678,DR KM ALKAISY PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,23.05780909039413,266.1699710162161,1326.5655154816293
F82679,DR DP SHAH'S PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,20.257297916820924,430.55289864139843,2575.304679791853
F82680,HIGHGROVE SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,9.073359796232266,471.38021550362646,5669.44650727748
F82686,ASHTON GARDENS SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,6.187784219736376,154.7696922980741,2109.900794121273
